N	P	K	pH	temperature	humidity	rainfall	soil_type	season	region	label
40	60	20	4.84	25.42	61.76	840	Black	Kharif	Vidarbha	Blackgram
40	60	20	4.96	25.42	61.76	127	Black	Kharif	Vidarbha	Blackgram
40	60	20	5.06	25.42	61.76	840	Black	Kharif	Vidarbha	Blackgram
40	60	20	4.86	25.42	61.76	840	Black	Kharif	Vidarbha	Blackgram
100	60	50	4.88	25.42	61.76	2817	Loamy	Kharif	Nashik	Blackpepper
100	60	50	4.82	25.42	61.76	2817	Loamy	Kharif	Nashik	Blackpepper
100	60	50	4.84	25.42	61.76	2817	Loamy	Kharif	Nashik	Blackpepper
100	60	50	4.88	25.42	61.76	1050	Loamy	Kharif	Nashik	Blackpepper
100	60	50	4.92	25.42	61.76	884	Loamy	Kharif	Nashik	Blackpepper
100	60	50	5.1	25.42	61.76	2817	Loamy	Kharif	Nashik	Blackpepper
100	60	50	5.02	25.42	61.76	2817	Loamy	Kharif	Nashik	Blackpepper
100	60	50	4.96	25.42	61.76	1603	Loamy	Kharif	Nashik	Blackpepper
100	50	50	6.34	25.42	61.76	942	Loamy	Kharif	Nashik	Bottlegourd
100	50	50	6.6	25.42	61.76	1350	Loamy	Kharif	Nashik	Bottlegourd
100	50	50	6.36	25.42	61.76	1037	Loamy	Kharif	Nashik	Bottlegourd
100	50	50	6.5	25.42	61.76	942	Loamy	Kharif	Nashik	Bottlegourd
100	50	50	6.54	25.42	61.76	884	Loamy	Kharif	Nashik	Bottlegourd
100	50	50	6.56	25.42	61.76	884	Loamy	Kharif	Nashik	Bottlegourd
100	50	50	6.52	25.42	61.76	1037	Loamy	Kharif	Nashik	Bottlegourd
80	15	40	6.6	25.42	61.76	1111	Loamy	Kharif	Nashik	Brinjal
80	15	40	6.44	25.42	61.76	942	Loamy	Kharif	Nashik	Brinjal
80	15	40	6.42	25.42	61.76	1037	Loamy	Kharif	Nashik	Brinjal
80	15	40	6.66	25.42	61.76	1603	Loamy	Kharif	Nashik	Brinjal
80	15	40	6.32	25.42	61.76	884	Loamy	Kharif	Nashik	Brinjal
80	15	40	6.4	25.42	61.76	2817	Loamy	Kharif	Nashik	Brinjal
80	15	40	6.58	25.42	61.76	1603	Loamy	Kharif	Nashik	Brinjal
80	15	40	6.6	25.42	61.76	884	Loamy	Kharif	Nashik	Brinjal
80	15	40	6.54	25.42	61.76	884	Loamy	Kharif	Nashik	Brinjal
80	15	40	6.4	25.42	61.76	2817	Loamy	Kharif	Nashik	Brinjal
100	65	70	6.38	25.42	61.76	884	Loamy	Kharif	Nashik	Cabbage
100	65	70	6.48	25.42	61.76	1111	Loamy	Kharif	Nashik	Cabbage
100	65	70	6.62	25.42	61.76	1111	Loamy	Kharif	Nashik	Cabbage
100	65	70	6.48	25.42	61.76	1037	Loamy	Kharif	Nashik	Cabbage
100	65	70	6.6	25.42	61.76	1111	Loamy	Kharif	Nashik	Cabbage
100	65	70	6.66	25.42	61.76	1350	Loamy	Kharif	Nashik	Cabbage
100	65	70	6.6	25.42	61.76	1111	Loamy	Kharif	Nashik	Cabbage
100	65	70	6.62	25.42	61.76	1111	Loamy	Kharif	Nashik	Cabbage
100	65	70	6.34	25.42	61.76	1111	Loamy	Kharif	Nashik	Cabbage
100	65	70	6.56	25.42	61.76	1037	Loamy	Kharif	Nashik	Cabbage
75	75	150	5.06	25.42	61.76	884	Loamy	Kharif	Nashik	Cardamom
75	75	150	4.9	25.42	61.76	884	Loamy	Kharif	Nashik	Cardamom
75	75	150	5.04	25.42	61.76	2817	Loamy	Kharif	Nashik	Cardamom
75	75	150	5.14	25.42	61.76	2817	Loamy	Kharif	Nashik	Cardamom
75	75	150	5.1	25.42	61.76	2817	Loamy	Kharif	Nashik	Cardamom
75	75	150	4.84	25.42	61.76	884	Loamy	Kharif	Nashik	Cardamom
75	75	150	5.12	25.42	61.76	884	Loamy	Kharif	Nashik	Cardamom
75	75	150	5.02	25.42	61.76	1603	Loamy	Kharif	Nashik	Cardamom
75	75	150	5	25.42	61.76	884	Loamy	Kharif	Nashik	Cardamom
75	75	150	5.14	25.42	61.76	884	Loamy	Kharif	Nashik	Cardamom
80	70	50	6.6	25.42	61.76	1111	Loamy	Kharif	Nashik	Cauliflower
80	70	50	6.32	25.42	61.76	884	Loamy	Kharif	Nashik	Cauliflower
80	70	50	6.68	25.42	61.76	1111	Loamy	Kharif	Nashik	Cauliflower
80	70	50	6.38	25.42	61.76	1111	Loamy	Kharif	Nashik	Cauliflower
80	70	50	6.56	25.42	61.76	1111	Loamy	Kharif	Nashik	Cauliflower
80	70	50	6.32	25.42	61.76	1111	Loamy	Kharif	Nashik	Cauliflower
80	70	50	6.54	25.42	61.76	1111	Loamy	Kharif	Nashik	Cauliflower
80	70	50	6.56	25.42	61.76	1111	Loamy	Kharif	Nashik	Cauliflower
80	70	50	6.66	25.42	61.76	1111	Loamy	Kharif	Nashik	Cauliflower
80	70	50	6.68	25.42	61.76	1111	Loamy	Kharif	Nashik	Cauliflower
10	20	20	6.68	25.42	61.76	1111	Loamy	Kharif	Nashik	Coriander
10	20	20	6.32	25.42	61.76	556	Loamy	Kharif	Nashik	Coriander
10	20	20	6.5	25.42	61.76	1111	Loamy	Kharif	Nashik	Coriander
10	20	20	6.46	25.42	61.76	556	Loamy	Kharif	Nashik	Coriander
10	20	20	6.46	25.42	61.76	1111	Loamy	Kharif	Nashik	Coriander
10	20	20	6.68	25.42	61.76	942	Loamy	Kharif	Nashik	Coriander
10	20	20	6.42	25.42	61.76	1299	Loamy	Kharif	Nashik	Coriander
10	20	20	6.36	25.42	61.76	1026	Loamy	Kharif	Nashik	Coriander
10	20	20	6.32	25.42	61.76	942	Loamy	Kharif	Nashik	Coriander
10	20	20	6.52	25.42	61.76	556	Loamy	Kharif	Nashik	Coriander
120	40	20	5.66	25.42	61.76	535	Black	Kharif	Vidarbha	Cotton
120	40	20	5.44	25.42	61.76	297	Black	Kharif	Vidarbha	Cotton
120	40	20	5.34	25.42	61.76	297	Black	Kharif	Vidarbha	Cotton
120	40	20	5.6	25.42	61.76	207	Black	Kharif	Vidarbha	Cotton
120	40	20	5.46	25.42	61.76	884	Black	Kharif	Vidarbha	Cotton
120	40	20	5.68	25.42	61.76	207	Black	Kharif	Vidarbha	Cotton
120	40	20	5.54	25.42	61.76	1603	Black	Kharif	Vidarbha	Cotton
120	40	20	5.52	25.42	61.76	1011	Black	Kharif	Vidarbha	Cotton
120	40	20	5.56	25.42	61.76	510	Black	Kharif	Vidarbha	Cotton
120	40	20	5.44	25.42	61.76	411	Black	Kharif	Vidarbha	Cotton
60	60	85	6.5	25.42	61.76	942	Loamy	Kharif	Nashik	Cucumber
60	60	85	6.48	25.42	61.76	884	Loamy	Kharif	Nashik	Cucumber
60	60	85	6.48	25.42	61.76	942	Loamy	Kharif	Nashik	Cucumber
60	60	85	6.4	25.42	61.76	942	Loamy	Kharif	Nashik	Cucumber
60	60	85	6.38	25.42	61.76	1037	Loamy	Kharif	Nashik	Cucumber
60	60	85	6.62	25.42	61.76	942	Loamy	Kharif	Nashik	Cucumber
60	60	85	6.68	25.42	61.76	884	Loamy	Kharif	Nashik	Cucumber
60	60	85	6.4	25.42	61.76	884	Loamy	Kharif	Nashik	Cucumber
60	60	85	6.5	25.42	61.76	942	Loamy	Kharif	Nashik	Cucumber
60	60	85	6.4	25.42	61.76	942	Loamy	Kharif	Nashik	Cucumber
40	20	10	6.64	25.42	61.76	2817	Loamy	Kharif	Nashik	Drumstick
40	20	10	6.54	25.42	61.76	884	Loamy	Kharif	Nashik	Drumstick
40	20	10	6.4	25.42	61.76	884	Loamy	Kharif	Nashik	Drumstick
40	20	10	6.6	25.42	61.76	884	Loamy	Kharif	Nashik	Drumstick
40	20	10	6.32	25.42	61.76	2817	Loamy	Kharif	Nashik	Drumstick
40	20	10	6.46	25.42	61.76	884	Loamy	Kharif	Nashik	Drumstick
40	20	10	6.6	25.42	61.76	884	Loamy	Kharif	Nashik	Drumstick
40	20	10	6.58	25.42	61.76	2817	Loamy	Kharif	Nashik	Drumstick
40	20	10	6.64	25.42	61.76	2817	Loamy	Kharif	Nashik	Drumstick
40	20	10	6.6	25.42	61.76	884	Loamy	Kharif	Nashik	Drumstick
50	10	60	5.42	25.42	61.76	1111	Loamy	Kharif	Nashik	Garlic
50	10	60	5.64	25.42	61.76	1111	Loamy	Kharif	Nashik	Garlic
50	10	60	5.68	25.42	61.76	75	Loamy	Kharif	Nashik	Garlic
50	10	60	5.44	25.42	61.76	240	Loamy	Kharif	Nashik	Garlic
50	10	60	5.38	25.42	61.76	884	Loamy	Kharif	Nashik	Garlic
50	10	60	5.64	25.42	61.76	689	Loamy	Kharif	Nashik	Garlic
50	10	60	5.68	25.42	61.76	1603	Loamy	Kharif	Nashik	Garlic
50	10	60	5.6	25.42	61.76	1299	Loamy	Kharif	Nashik	Garlic
50	10	60	5.58	25.42	61.76	1111	Loamy	Kharif	Nashik	Garlic
50	10	60	5.54	25.42	61.76	1603	Loamy	Kharif	Nashik	Garlic
20	125	200	3.88	25.42	61.76	942	Black	Perennial	Nashik	Grapes
20	125	200	4.04	25.42	61.76	714	Black	Perennial	Nashik	Grapes
20	125	200	4.14	25.42	61.76	714	Black	Perennial	Nashik	Grapes
20	125	200	3.86	25.42	61.76	1603	Black	Perennial	Nashik	Grapes
20	125	200	4.16	25.42	61.76	1603	Black	Perennial	Nashik	Grapes
20	125	200	3.94	25.42	61.76	556	Black	Perennial	Nashik	Grapes
20	125	200	3.92	25.42	61.76	714	Black	Perennial	Nashik	Grapes
20	125	200	3.82	25.42	61.76	1037	Black	Perennial	Nashik	Grapes
20	125	200	3.82	25.42	61.76	714	Black	Perennial	Nashik	Grapes
20	125	200	4.16	25.42	61.76	942	Black	Perennial	Nashik	Grapes
20	60	20	5.98	25.42	61.76	199	Loamy	Kharif	Nashik	Horsegram
20	60	20	6.02	25.42	61.76	152	Loamy	Kharif	Nashik	Horsegram
20	60	20	5.86	25.42	61.76	664	Loamy	Kharif	Nashik	Horsegram
20	60	20	6.02	25.42	61.76	167	Loamy	Kharif	Nashik	Horsegram
20	60	20	5.98	25.42	61.76	199	Loamy	Kharif	Nashik	Horsegram
20	60	20	6.06	25.42	61.76	167	Loamy	Kharif	Nashik	Horsegram
20	60	20	6	25.42	61.76	654	Loamy	Kharif	Nashik	Horsegram
20	60	20	6.16	25.42	61.76	884	Loamy	Kharif	Nashik	Horsegram
20	60	20	5.98	25.42	61.76	199	Loamy	Kharif	Nashik	Horsegram
20	60	20	6.18	25.42	61.76	94	Loamy	Kharif	Nashik	Horsegram
75	40	50	4.84	25.42	61.76	884	Loamy	Kharif	Nashik	Jackfruit
75	40	50	5.1	25.42	61.76	884	Loamy	Kharif	Nashik	Jackfruit
75	40	50	5.04	25.42	61.76	2817	Loamy	Kharif	Nashik	Jackfruit
75	40	50	4.98	25.42	61.76	884	Loamy	Kharif	Nashik	Jackfruit
75	40	50	5.1	25.42	61.76	884	Loamy	Kharif	Nashik	Jackfruit
75	40	50	5.1	25.42	61.76	884	Loamy	Kharif	Nashik	Jackfruit
75	40	50	4.82	25.42	61.76	884	Loamy	Kharif	Nashik	Jackfruit
75	40	50	4.98	25.42	61.76	884	Loamy	Kharif	Nashik	Jackfruit
75	40	50	5.04	25.42	61.76	2817	Loamy	Kharif	Nashik	Jackfruit
75	40	50	4.84	25.42	61.76	884	Loamy	Kharif	Nashik	Jackfruit
80	40	40	5.5	25.42	61.76	157	Loamy	Kharif	Nashik	Jowar
80	40	40	5.68	25.42	61.76	1246	Loamy	Kharif	Nashik	Jowar
80	40	40	5.44	25.42	61.76	73	Loamy	Kharif	Nashik	Jowar
80	40	40	5.5	25.42	61.76	1246	Loamy	Kharif	Nashik	Jowar
80	40	40	5.5	25.42	61.76	579	Loamy	Kharif	Nashik	Jowar
80	40	40	5.58	25.42	61.76	607	Loamy	Kharif	Nashik	Jowar
80	40	40	5.48	25.42	61.76	1151	Loamy	Kharif	Nashik	Jowar
80	40	40	5.64	25.42	61.76	510	Loamy	Kharif	Nashik	Jowar
80	40	40	5.52	25.42	61.76	15	Loamy	Kharif	Nashik	Jowar
80	40	40	5.48	25.42	61.76	70	Loamy	Kharif	Nashik	Jowar
80	40	40	5.62	25.42	61.76	1543	Alluvial	Kharif	West Bengal	Jute
80	40	40	5.64	25.42	61.76	423	Alluvial	Kharif	West Bengal	Jute
80	40	40	5.56	25.42	61.76	1543	Alluvial	Kharif	West Bengal	Jute
80	40	40	5.54	25.42	61.76	1166	Alluvial	Kharif	West Bengal	Jute
80	40	40	5.48	25.42	61.76	423	Alluvial	Kharif	West Bengal	Jute
80	40	40	5.44	25.42	61.76	1543	Alluvial	Kharif	West Bengal	Jute
80	40	40	5.48	25.42	61.76	1543	Alluvial	Kharif	West Bengal	Jute
80	40	40	5.4	25.42	61.76	1543	Alluvial	Kharif	West Bengal	Jute
80	40	40	5.36	25.42	61.76	1543	Alluvial	Kharif	West Bengal	Jute
80	40	40	5.54	25.42	61.76	840	Alluvial	Kharif	West Bengal	Jute
80	10	40	6.46	25.42	61.76	1111	Loamy	Kharif	Nashik	Ladyfinger
80	10	40	6.62	25.42	61.76	1111	Loamy	Kharif	Nashik	Ladyfinger
80	10	40	6.5	25.42	61.76	1350	Loamy	Kharif	Nashik	Ladyfinger
80	10	40	6.34	25.42	61.76	942	Loamy	Kharif	Nashik	Ladyfinger
80	10	40	6.58	25.42	61.76	1111	Loamy	Kharif	Nashik	Ladyfinger
80	10	40	6.36	25.42	61.76	1111	Loamy	Kharif	Nashik	Ladyfinger
80	10	40	6.36	25.42	61.76	942	Loamy	Kharif	Nashik	Ladyfinger
80	10	40	6.42	25.42	61.76	1037	Loamy	Kharif	Nashik	Ladyfinger
80	10	40	6.48	25.42	61.76	884	Loamy	Kharif	Nashik	Ladyfinger
80	10	40	6.42	25.42	61.76	1037	Loamy	Kharif	Nashik	Ladyfinger
80	40	20	5.38	25.42	61.76	607	Black	Kharif	Vidarbha	Maize
80	40	20	5.42	25.42	61.76	790	Black	Kharif	Vidarbha	Maize
80	40	20	5.52	25.42	61.76	411	Black	Kharif	Vidarbha	Maize
80	40	20	5.52	25.42	61.76	34	Black	Kharif	Vidarbha	Maize
80	40	20	5.56	25.42	61.76	34	Black	Kharif	Vidarbha	Maize
80	40	20	5.58	25.42	61.76	34	Black	Kharif	Vidarbha	Maize
80	40	20	5.52	25.42	61.76	34	Black	Kharif	Vidarbha	Maize
80	40	20	5.44	25.42	61.76	331	Black	Kharif	Vidarbha	Maize
80	40	20	5.48	25.42	61.76	840	Black	Kharif	Vidarbha	Maize
80	40	20	5.42	25.42	61.76	98	Black	Kharif	Vidarbha	Maize
20	20	30	5.12	25.42	61.76	1603	Laterite	Perennial	Konkan	Mango
20	20	30	4.92	25.42	61.76	1111	Laterite	Perennial	Konkan	Mango
20	20	30	4.84	25.42	61.76	1350	Laterite	Perennial	Konkan	Mango
20	20	30	4.88	25.42	61.76	556	Laterite	Perennial	Konkan	Mango
20	20	30	5.14	25.42	61.76	421	Laterite	Perennial	Konkan	Mango
20	20	30	4.82	25.42	61.76	556	Laterite	Perennial	Konkan	Mango
20	20	30	4.82	25.42	61.76	1603	Laterite	Perennial	Konkan	Mango
20	20	30	4.92	25.42	61.76	1111	Laterite	Perennial	Konkan	Mango
20	20	30	5.14	25.42	61.76	714	Laterite	Perennial	Konkan	Mango
20	20	30	4.88	25.42	61.76	1603	Laterite	Perennial	Konkan	Mango
20	40	20	5.6	25.42	61.76	331	Loamy	Kharif	Nashik	Moong
20	40	20	5.5	25.42	61.76	1246	Loamy	Kharif	Nashik	Moong
20	40	20	5.54	25.42	61.76	1011	Loamy	Kharif	Nashik	Moong
20	40	20	5.66	25.42	61.76	790	Loamy	Kharif	Nashik	Moong
20	40	20	5.6	25.42	61.76	654	Loamy	Kharif	Nashik	Moong
20	40	20	5.38	25.42	61.76	207	Loamy	Kharif	Nashik	Moong
20	40	20	5.44	25.42	61.76	790	Loamy	Kharif	Nashik	Moong
20	40	20	5.36	25.42	61.76	579	Loamy	Kharif	Nashik	Moong
20	40	20	5.56	25.42	61.76	1011	Loamy	Kharif	Nashik	Moong
20	40	20	5.62	25.42	61.76	840	Loamy	Kharif	Nashik	Moong
120	60	65	5.94	25.42	61.76	810	Loamy	Kharif	Nashik	Onion
120	60	65	5.98	25.42	61.76	556	Loamy	Kharif	Nashik	Onion
120	60	65	6.02	25.42	61.76	884	Loamy	Kharif	Nashik	Onion
120	60	65	5.9	25.42	61.76	75	Loamy	Kharif	Nashik	Onion
120	60	65	5.82	25.42	61.76	689	Loamy	Kharif	Nashik	Onion
120	60	65	5.98	25.42	61.76	689	Loamy	Kharif	Nashik	Onion
120	60	65	5.82	25.42	61.76	1111	Loamy	Kharif	Nashik	Onion
120	60	65	6	25.42	61.76	1111	Loamy	Kharif	Nashik	Onion
120	60	65	5.94	25.42	61.76	1026	Loamy	Kharif	Nashik	Onion
120	60	65	5.86	25.42	61.76	1299	Loamy	Kharif	Nashik	Onion
20	10	10	4.04	25.42	61.76	2169	Black	Perennial	Vidarbha	Orange
20	10	10	4.04	25.42	61.76	2169	Black	Perennial	Vidarbha	Orange
20	10	10	4.18	25.42	61.76	2169	Black	Perennial	Vidarbha	Orange
20	10	10	3.86	25.42	61.76	2169	Black	Perennial	Vidarbha	Orange
20	10	10	4.16	25.42	61.76	1111	Black	Perennial	Vidarbha	Orange
20	10	10	3.92	25.42	61.76	1037	Black	Perennial	Vidarbha	Orange
20	10	10	4.16	25.42	61.76	1111	Black	Perennial	Vidarbha	Orange
20	10	10	4	25.42	61.76	1350	Black	Perennial	Vidarbha	Orange
20	10	10	4.16	25.42	61.76	1037	Black	Perennial	Vidarbha	Orange
20	10	10	3.92	25.42	61.76	1037	Black	Perennial	Vidarbha	Orange
50	50	50	6.08	25.42	61.76	556	Loamy	Perennial	Konkan	Papaya
50	50	50	5.92	25.42	61.76	1299	Loamy	Perennial	Konkan	Papaya
50	50	50	6.14	25.42	61.76	2169	Loamy	Perennial	Konkan	Papaya
50	50	50	5.88	25.42	61.76	2169	Loamy	Perennial	Konkan	Papaya
50	50	50	6	25.42	61.76	884	Loamy	Perennial	Konkan	Papaya
50	50	50	6.16	25.42	61.76	2169	Loamy	Perennial	Konkan	Papaya
50	50	50	5.94	25.42	61.76	2169	Loamy	Perennial	Konkan	Papaya
50	50	50	5.84	25.42	61.76	556	Loamy	Perennial	Konkan	Papaya
50	50	50	6.1	25.42	61.76	556	Loamy	Perennial	Konkan	Papaya
50	50	50	6.16	25.42	61.76	1603	Loamy	Perennial	Konkan	Papaya
160	40	120	6.5	25.42	61.76	884	Loamy	Kharif	Nashik	Pineapple
160	40	120	6.54	25.42	61.76	2817	Loamy	Kharif	Nashik	Pineapple
160	40	120	6.58	25.42	61.76	1350	Loamy	Kharif	Nashik	Pineapple
160	40	120	6.34	25.42	61.76	2169	Loamy	Kharif	Nashik	Pineapple
160	40	120	6.4	25.42	61.76	2169	Loamy	Kharif	Nashik	Pineapple
160	40	120	6.6	25.42	61.76	2169	Loamy	Kharif	Nashik	Pineapple
160	40	120	6.4	25.42	61.76	2169	Loamy	Kharif	Nashik	Pineapple
160	40	120	6.42	25.42	61.76	1050	Loamy	Kharif	Nashik	Pineapple
160	40	120	6.36	25.42	61.76	2169	Loamy	Kharif	Nashik	Pineapple
160	40	120	6.5	25.42	61.76	1050	Loamy	Kharif	Nashik	Pineapple
180	60	90	4.82	25.42	61.76	840	Loamy	Kharif	Nashik	Potato
180	60	90	5.08	25.42	61.76	810	Loamy	Kharif	Nashik	Potato
180	60	90	5.1	25.42	61.76	35	Loamy	Kharif	Nashik	Potato
180	60	90	4.98	25.42	61.76	169	Loamy	Kharif	Nashik	Potato
180	60	90	4.96	25.42	61.76	689	Loamy	Kharif	Nashik	Potato
180	60	90	4.86	25.42	61.76	1110	Loamy	Kharif	Nashik	Potato
180	60	90	4.96	25.42	61.76	169	Loamy	Kharif	Nashik	Potato
180	60	90	4.86	25.42	61.76	556	Loamy	Kharif	Nashik	Potato
180	60	90	4.86	25.42	61.76	167	Loamy	Kharif	Nashik	Potato
180	60	90	5.18	25.42	61.76	1111	Loamy	Kharif	Nashik	Potato
80	50	30	5.42	25.42	61.76	884	Loamy	Kharif	Nashik	Pumpkin
80	50	30	5.58	25.42	61.76	884	Loamy	Kharif	Nashik	Pumpkin
80	50	30	5.64	25.42	61.76	884	Loamy	Kharif	Nashik	Pumpkin
80	50	30	5.58	25.42	61.76	884	Loamy	Kharif	Nashik	Pumpkin
80	50	30	5.64	25.42	61.76	884	Loamy	Kharif	Nashik	Pumpkin
80	50	30	5.5	25.42	61.76	884	Loamy	Kharif	Nashik	Pumpkin
80	50	30	5.68	25.42	61.76	884	Loamy	Kharif	Nashik	Pumpkin
80	50	30	5.34	25.42	61.76	884	Loamy	Kharif	Nashik	Pumpkin
80	50	30	5.52	25.42	61.76	884	Loamy	Kharif	Nashik	Pumpkin
80	50	30	5.52	25.42	61.76	884	Loamy	Kharif	Nashik	Pumpkin
25	100	50	5.96	25.42	61.76	1350	Loamy	Kharif	Nashik	Radish
25	100	50	5.82	25.42	61.76	1350	Loamy	Kharif	Nashik	Radish
25	100	50	6.06	25.42	61.76	884	Loamy	Kharif	Nashik	Radish
25	100	50	5.92	25.42	61.76	1350	Loamy	Kharif	Nashik	Radish
25	100	50	5.92	25.42	61.76	1350	Loamy	Kharif	Nashik	Radish
25	100	50	5.84	25.42	61.76	1350	Loamy	Kharif	Nashik	Radish
25	100	50	6.06	25.42	61.76	884	Loamy	Kharif	Nashik	Radish
25	100	50	5.86	25.42	61.76	884	Loamy	Kharif	Nashik	Radish
25	100	50	6.06	25.42	61.76	1350	Loamy	Kharif	Nashik	Radish
25	100	50	6.12	25.42	61.76	884	Loamy	Kharif	Nashik	Radish
50	40	20	5.68	25.42	61.76	157	Loamy	Kharif	Nashik	Ragi
50	40	20	5.62	25.42	61.76	199	Loamy	Kharif	Nashik	Ragi
50	40	20	5.66	25.42	61.76	1246	Loamy	Kharif	Nashik	Ragi
50	40	20	5.54	25.42	61.76	1145	Loamy	Kharif	Nashik	Ragi
50	40	20	5.38	25.42	61.76	1151	Loamy	Kharif	Nashik	Ragi
50	40	20	5.46	25.42	61.76	840	Loamy	Kharif	Nashik	Ragi
50	40	20	5.58	25.42	61.76	297	Loamy	Kharif	Nashik	Ragi
50	40	20	5.66	25.42	61.76	288	Loamy	Kharif	Nashik	Ragi
50	40	20	5.34	25.42	61.76	75	Loamy	Kharif	Nashik	Ragi
50	40	20	5.6	25.42	61.76	167	Loamy	Kharif	Nashik	Ragi
50	40	20	4.84	25.42	61.76	75	Loamy	Kharif	Nashik	Rapeseed
50	40	20	5.14	25.42	61.76	73	Loamy	Kharif	Nashik	Rapeseed
50	40	20	5.12	25.42	61.76	70	Loamy	Kharif	Nashik	Rapeseed
50	40	20	4.92	25.42	61.76	240	Loamy	Kharif	Nashik	Rapeseed
50	40	20	4.84	25.42	61.76	75	Loamy	Kharif	Nashik	Rapeseed
50	40	20	5	25.42	61.76	152	Loamy	Kharif	Nashik	Rapeseed
50	40	20	4.9	25.42	61.76	199	Loamy	Kharif	Nashik	Rapeseed
50	40	20	5.18	25.42	61.76	19	Loamy	Kharif	Nashik	Rapeseed
50	40	20	5.18	25.42	61.76	167	Loamy	Kharif	Nashik	Rapeseed
50	40	20	4.9	25.42	61.76	70	Loamy	Kharif	Nashik	Rapeseed
80	40	40	5.62	25.42	61.76	330	Alluvial	Kharif	Konkan	Rice
80	40	40	5.5	25.42	61.76	1246	Alluvial	Kharif	Konkan	Rice
80	40	40	5.46	25.42	61.76	330	Alluvial	Kharif	Konkan	Rice
80	40	40	5.58	25.42	61.76	790	Alluvial	Kharif	Konkan	Rice
80	40	40	5.44	25.42	61.76	1543	Alluvial	Kharif	Konkan	Rice
80	40	40	5.54	25.42	61.76	85	Alluvial	Kharif	Konkan	Rice
80	40	40	5.34	25.42	61.76	1997	Alluvial	Kharif	Konkan	Rice
80	40	40	5.32	25.42	61.76	331	Alluvial	Kharif	Konkan	Rice
80	40	40	5.38	25.42	61.76	790	Alluvial	Kharif	Konkan	Rice
80	40	40	5.48	25.42	61.76	297	Alluvial	Kharif	Konkan	Rice
20	60	20	5.34	25.42	61.76	1011	Loamy	Kharif	Nashik	Soyabean
20	60	20	5.52	25.42	61.76	1011	Loamy	Kharif	Nashik	Soyabean
20	60	20	5.48	25.42	61.76	607	Loamy	Kharif	Nashik	Soyabean
20	60	20	5.44	25.42	61.76	1246	Loamy	Kharif	Nashik	Soyabean
20	60	20	5.54	25.42	61.76	1011	Loamy	Kharif	Nashik	Soyabean
20	60	20	5.66	25.42	61.76	510	Loamy	Kharif	Nashik	Soyabean
20	60	20	5.52	25.42	61.76	1151	Loamy	Kharif	Nashik	Soyabean
20	60	20	5.34	25.42	61.76	579	Loamy	Kharif	Nashik	Soyabean
20	60	20	5.4	25.42	61.76	1011	Loamy	Kharif	Nashik	Soyabean
20	60	20	5.62	25.42	61.76	1246	Loamy	Kharif	Nashik	Soyabean
50	60	30	5.54	25.42	61.76	654	Loamy	Kharif	Nashik	Sunflower
50	60	30	5.5	25.42	61.76	199	Loamy	Kharif	Nashik	Sunflower
50	60	30	5.36	25.42	61.76	167	Loamy	Kharif	Nashik	Sunflower
50	60	30	5.58	25.42	61.76	1011	Loamy	Kharif	Nashik	Sunflower
50	60	30	5.34	25.42	61.76	37	Loamy	Kharif	Nashik	Sunflower
50	60	30	5.38	25.42	61.76	1011	Loamy	Kharif	Nashik	Sunflower
50	60	30	5.34	25.42	61.76	297	Loamy	Kharif	Nashik	Sunflower
50	60	30	5.54	25.42	61.76	199	Loamy	Kharif	Nashik	Sunflower
50	60	30	5.66	25.42	61.76	157	Loamy	Kharif	Nashik	Sunflower
50	60	30	5.4	25.42	61.76	34	Loamy	Kharif	Nashik	Sunflower
90	20	120	4.84	25.42	61.76	2169	Loamy	Kharif	Nashik	Sweetpotato
90	20	120	4.94	25.42	61.76	579	Loamy	Kharif	Nashik	Sweetpotato
90	20	120	4.9	25.42	61.76	1299	Loamy	Kharif	Nashik	Sweetpotato
90	20	120	5.16	25.42	61.76	556	Loamy	Kharif	Nashik	Sweetpotato
90	20	120	4.94	25.42	61.76	2817	Loamy	Kharif	Nashik	Sweetpotato
90	20	120	5.18	25.42	61.76	942	Loamy	Kharif	Nashik	Sweetpotato
90	20	120	4.98	25.42	61.76	1426	Loamy	Kharif	Nashik	Sweetpotato
90	20	120	5.02	25.42	61.76	1111	Loamy	Kharif	Nashik	Sweetpotato
90	20	120	5.14	25.42	61.76	1111	Loamy	Kharif	Nashik	Sweetpotato
90	20	120	5	25.42	61.76	1026	Loamy	Kharif	Nashik	Sweetpotato
100	40	90	6.1	25.42	61.76	1037	Loamy	Kharif	Nashik	Tomato
100	40	90	6.04	25.42	61.76	1037	Loamy	Kharif	Nashik	Tomato
100	40	90	6.16	25.42	61.76	714	Loamy	Kharif	Nashik	Tomato
100	40	90	6	25.42	61.76	884	Loamy	Kharif	Nashik	Tomato
100	40	90	5.86	25.42	61.76	942	Loamy	Kharif	Nashik	Tomato
100	40	90	5.94	25.42	61.76	1111	Loamy	Kharif	Nashik	Tomato
100	40	90	6	25.42	61.76	1111	Loamy	Kharif	Nashik	Tomato
100	40	90	6	25.42	61.76	1111	Loamy	Kharif	Nashik	Tomato
100	40	90	6.08	25.42	61.76	1111	Loamy	Kharif	Nashik	Tomato
100	40	90	5.88	25.42	61.76	1111	Loamy	Kharif	Nashik	Tomato
25	60	100	5.04	25.42	61.76	2817	Loamy	Kharif	Nashik	Turmeric
